frame,x,y,flag
0,821.0694580078125,660.3526611328125,1
1,822.009521484375,659.6770629882812,1
2,822.372802734375,659.5369873046875,1
3,822.4082641601562,659.594482421875,1
4,822.33349609375,659.64697265625,1
5,822.3697509765625,660.32763671875,1
6,822.5235595703125,659.789794921875,1
7,822.5762939453125,659.73388671875,1
8,822.5060424804688,659.9808349609375,1
9,822.579833984375,660.248779296875,1
10,822.569580078125,660.18505859375,1
11,822.586181640625,660.1425170898438,1
12,822.7772216796875,660.1572875976562,1
13,822.6746826171875,660.2071533203125,1
14,822.81396484375,660.239501953125,1
15,822.86181640625,660.2747802734375,1
16,822.849365234375,660.0599975585938,1
17,822.8548583984375,660.051513671875,1
18,822.8480224609375,660.1317138671875,1
19,822.8572998046875,660.2830810546875,1
20,822.8392944335938,660.4910888671875,1
21,822.882080078125,660.466796875,1
22,822.84033203125,660.4469604492188,1
23,822.8226318359375,660.3502197265625,1
24,822.4842529296875,661.940185546875,1
25,822.4578857421875,661.960693359375,1
26,819.7332763671875,660.62451171875,1
27,819.7340087890625,660.6624755859375,1
28,819.7538452148438,660.4078369140625,1
29,822.4323120117188,660.9833984375,1
30,822.447998046875,660.9605712890625,1
31,821.9970703125,661.5634765625,1
32,821.9856567382812,661.5543212890625,1
33,822.269775390625,661.635986328125,1
34,822.253662109375,661.7449951171875,1
35,822.227294921875,662.2532958984375,1
36,822.2753295898438,662.197021484375,1
37,821.9690551757812,662.2310791015625,1
38,822.0050048828125,662.154052734375,1
39,822.0089111328125,662.5760498046875,1
40,822.0443115234375,662.6261596679688,1
41,822.0267333984375,662.0853881835938,1
42,822.0509033203125,662.0950317382812,1
43,821.7789306640625,661.4343872070312,1
44,821.767578125,661.4415283203125,1
45,821.4223022460938,660.0308227539062,1
46,821.4423828125,660.017333984375,1
47,821.234375,660.35595703125,1
48,821.2783203125,660.280029296875,1
49,821.2307739257812,661.2109985351562,1
50,821.2415771484375,661.3192749023438,1
51,821.189208984375,661.30322265625,1
52,821.2119750976562,661.2665405273438,1
53,821.0718994140625,661.19970703125,1
54,821.1223754882812,661.25732421875,1
55,819.7977294921875,660.8033447265625,1
56,819.013427734375,662.515625,1
57,818.8358154296875,663.1327514648438,1
58,819.2637939453125,661.45458984375,1
59,819.2734375,661.552490234375,1
60,818.8939208984375,660.764892578125,1
61,818.8514404296875,660.748291015625,1
62,818.7960205078125,660.9703979492188,1
63,818.8123779296875,661.0604858398438,1
64,817.7576904296875,660.4176025390625,1
65,816.564208984375,659.9322509765625,1
66,816.61572265625,660.1553344726562,1
67,816.643798828125,658.782958984375,1
68,,,0
69,,,0
70,1112.64453125,737.1434326171875,1
71,,,0
72,,,0
73,,,0
74,,,0
75,,,0
76,,,0
77,,,0
78,,,0
79,1215.8717041015625,166.8594970703125,1
80,1215.8836669921875,166.8723602294922,1
81,1215.886474609375,166.8241729736328,1
82,,,0
83,,,0
84,,,0
85,1530.794189453125,1087.221923828125,1
86,,,0
87,,,0
88,1216.239013671875,166.7125701904297,1
89,,,0
90,,,0
91,1661.701416015625,1084.9608154296875,1
92,1662.3251953125,1084.523193359375,1
93,1662.361083984375,1084.9141845703125,1
94,,,0
95,,,0
96,1662.110595703125,1084.1619873046875,1
97,1531.28076171875,1089.4774169921875,1
98,1531.223388671875,1089.843017578125,1
99,1531.364501953125,1089.73974609375,1
100,1531.205810546875,1089.6912841796875,1
101,1531.0511474609375,1090.0382080078125,1
102,1531.0264892578125,1089.9163818359375,1
103,1531.043212890625,1089.767578125,1
104,1531.0596923828125,1089.5504150390625,1
105,,,0
106,,,0
107,1531.06982421875,1089.4947509765625,1
108,1530.9635009765625,1089.6732177734375,1
109,1530.6038818359375,1088.8538818359375,1
110,1530.449462890625,1088.7921142578125,1
111,1530.4825439453125,1088.640869140625,1
112,1530.665283203125,1088.8466796875,1
113,1530.462890625,1088.95703125,1
114,1662.0107421875,1086.228759765625,1
115,1661.932373046875,1085.59375,1
116,1661.6337890625,1085.89208984375,1
117,1661.610595703125,1085.841796875,1
118,1661.763671875,1085.60498046875,1
119,1662.0467529296875,1085.870849609375,1
120,1661.87646484375,1085.49169921875,1
121,1662.305908203125,1085.641845703125,1
122,1662.386474609375,1085.9642333984375,1
123,1662.453369140625,1086.135009765625,1
124,1662.4140625,1085.8092041015625,1
125,1662.582763671875,1086.416015625,1
126,1662.441162109375,1086.3291015625,1
127,2479.0263671875,567.1085205078125,1
128,2476.9287109375,568.5516357421875,1
129,2476.9853515625,568.4601440429688,1
130,,,0
131,,,0
132,,,0
133,,,0
134,,,0
135,,,0
136,,,0
137,,,0
138,,,0
139,,,0
140,,,0
141,,,0
142,,,0
143,1531.22119140625,1088.256591796875,1
144,1531.098876953125,1088.261962890625,1
145,1531.216552734375,1088.449951171875,1
146,,,0
147,1531.21826171875,1088.479248046875,1
148,1531.166015625,1088.554931640625,1
149,,,0
150,,,0
151,1531.070556640625,1088.52197265625,1
152,1531.083984375,1088.544921875,1
153,1530.99072265625,1088.680908203125,1
154,1530.9454345703125,1088.701904296875,1
155,1530.839111328125,1088.59912109375,1
156,1530.77392578125,1088.6871337890625,1
157,1530.33447265625,1088.169189453125,1
158,1530.2989501953125,1088.20263671875,1
159,1530.355712890625,1088.1490478515625,1
160,1530.281494140625,1088.122802734375,1
161,1530.4013671875,1088.435302734375,1
162,1530.4189453125,1088.429443359375,1
163,,,0
164,,,0
165,,,0
166,,,0
167,,,0
168,,,0
169,,,0
170,,,0
171,,,0
172,,,0
173,,,0
174,,,0
175,,,0
176,,,0
177,,,0
