frame,x,y,flag
0,,,0
1,,,0
2,,,0
3,,,0
4,,,0
5,,,0
6,,,0
7,,,0
8,,,0
9,,,0
10,,,0
11,,,0
12,,,0
13,,,0
14,,,0
15,,,0
16,,,0
17,,,0
18,,,0
19,,,0
20,,,0
21,,,0
22,,,0
23,,,0
24,,,0
25,,,0
26,,,0
27,,,0
28,,,0
29,,,0
30,,,0
31,,,0
32,,,0
33,,,0
34,,,0
35,,,0
36,,,0
37,,,0
38,,,0
39,,,0
40,,,0
41,,,0
42,,,0
43,,,0
44,,,0
45,,,0
46,,,0
47,,,0
48,,,0
49,,,0
50,,,0
51,,,0
52,,,0
53,,,0
54,,,0
55,,,0
56,1620.159423828125,689.9487915039062,1
57,1620.60498046875,688.82470703125,1
58,1621.49169921875,689.2088623046875,1
59,1621.7247314453125,687.1802978515625,1
60,1622.80029296875,687.5693969726562,1
61,1622.10205078125,686.8070068359375,1
62,1621.3201904296875,689.7522583007812,1
63,1621.77099609375,689.480224609375,1
64,1621.263671875,689.54052734375,1
65,1618.46142578125,690.615478515625,1
66,1618.4434814453125,690.5077514648438,1
67,1616.896240234375,690.8831176757812,1
68,1616.5703125,690.8226318359375,1
69,1615.5426025390625,691.9022216796875,1
70,1611.168212890625,689.198974609375,1
71,1609.4154052734375,689.33203125,1
72,1607.505859375,685.1392211914062,1
73,1604.9796142578125,681.29443359375,1
74,1604.7196044921875,684.0474243164062,1
75,1604.3585205078125,677.9652099609375,1
76,,,0
77,,,0
78,,,0
79,,,0
80,,,0
81,,,0
82,,,0
83,,,0
84,,,0
85,,,0
86,,,0
87,,,0
88,,,0
89,,,0
90,,,0
91,,,0
92,,,0
93,,,0
94,1605.208740234375,673.2881469726562,1
95,1607.3740234375,672.912109375,1
96,1606.8310546875,672.508544921875,1
97,1605.3157958984375,666.02099609375,1
98,1604.9541015625,657.0250244140625,1
99,1604.9228515625,656.9611206054688,1
100,1604.746337890625,644.6962280273438,1
101,1603.826416015625,633.7135620117188,1
102,1603.71484375,633.6968383789062,1
103,1606.6888427734375,631.6250610351562,1
104,1610.0556640625,631.033447265625,1
105,1612.767822265625,632.8929443359375,1
106,1616.376220703125,633.9437255859375,1
107,1616.3677978515625,633.9131469726562,1
108,1618.2939453125,630.4447021484375,1
109,1618.407470703125,630.4810791015625,1
110,1617.857421875,628.373779296875,1
111,1617.94189453125,628.3136596679688,1
112,1615.315673828125,618.9239501953125,1
113,1615.319580078125,618.8675537109375,1
114,1611.2449951171875,611.691162109375,1
115,1611.281005859375,611.7510986328125,1
116,1609.861328125,604.3380126953125,1
117,1609.8787841796875,604.37158203125,1
118,,,0
119,,,0
120,,,0
121,,,0
122,,,0
123,,,0
124,,,0
125,,,0
126,1587.3544921875,587.3916015625,1
127,1587.29833984375,587.3533935546875,1
128,1587.45751953125,592.3480224609375,1
129,1587.4927978515625,592.3734130859375,1
130,1588.911865234375,601.5863037109375,1
131,,,0
132,,,0
133,,,0
134,,,0
135,,,0
136,,,0
137,,,0
138,,,0
139,,,0
140,,,0
141,,,0
142,,,0
143,,,0
144,,,0
145,,,0
146,,,0
147,,,0
148,,,0
149,,,0
150,,,0
151,,,0
152,,,0
153,,,0
154,,,0
155,,,0
156,,,0
157,,,0
158,,,0
159,,,0
160,,,0
161,,,0
162,,,0
163,,,0
164,,,0
165,,,0
166,,,0
167,,,0
168,,,0
169,1460.3372802734375,845.7666015625,1
170,1460.35205078125,845.7965087890625,1
171,,,0
172,,,0
173,,,0
174,,,0
175,,,0
176,,,0
177,,,0
178,,,0
179,,,0
180,,,0
181,,,0
182,,,0
183,,,0
184,2311.9189453125,247.346923828125,1
185,2312.78466796875,246.19497680664062,1
186,2313.41015625,246.738525390625,1
187,2315.0126953125,245.55853271484375,1
188,2314.6708984375,245.13345336914062,1
189,2314.836181640625,245.40813446044922,1
190,2480.4697265625,723.8590698242188,1
191,2480.5849609375,724.3027954101562,1
192,2480.4951171875,724.2667846679688,1
193,2480.499267578125,724.3236083984375,1
194,2480.9658203125,724.2384643554688,1
195,2480.60546875,724.5072021484375,1
196,2480.6796875,724.395751953125,1
197,2480.501953125,724.2591552734375,1
198,2480.165283203125,723.0225830078125,1
199,2480.328125,722.96044921875,1
